	TICKER	CP	RSI	VOL	AVGVOL5	CHG%	ATR14
0	EVRG	61.07	46.02	1.2	1.39	1.51	1.44
1	CMS	61.41	43.77	1.48	2.62	1.5	1.4
2	VRTX	297.4	44.06	1.34	1.64	1.99	7.5
