Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
SPY 01/11/2023 00:00:00 EST Put $393.00,SPY230111P00393000,Sell,Filled,1,1,@1.51,1.51,DAY,01/11/2023 10:34:10 EST,01/11/2023 10:34:55 EST
SPY 01/11/2023 00:00:00 EST Put $393.00,SPY230111P00393000,Buy,Filled,1,1,@1.31,1.31,DAY,01/11/2023 10:34:10 EST,01/11/2023 10:34:14 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Sell,Filled,1,1,@0.900,0.900,DAY,01/11/2023 10:20:05 EST,01/11/2023 10:24:30 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Buy,Filled,1,1,@0.800,0.800,DAY,01/11/2023 10:20:05 EST,01/11/2023 10:20:10 EST
SPY 01/11/2023 00:00:00 EST Put $393.00,SPY230111P00393000,Sell,Filled,1,1,@1.48,1.48,DAY,01/11/2023 09:52:31 EST,01/11/2023 09:55:22 EST
SPY 01/11/2023 00:00:00 EST Put $393.00,SPY230111P00393000,Buy,Filled,1,1,@1.34,1.34,DAY,01/11/2023 09:52:31 EST,01/11/2023 09:52:33 EST
SPY 01/11/2023 00:00:00 EST Call $392.00,SPY230111C00392000,Sell,Filled,1,1,@1.61,1.61,DAY,01/11/2023 09:42:54 EST,01/11/2023 09:45:24 EST
SPY 01/11/2023 00:00:00 EST Call $392.00,SPY230111C00392000,Buy,Filled,1,1,@1.70,1.70,DAY,01/11/2023 09:42:54 EST,01/11/2023 09:45:15 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Sell,Filled,1,1,@1.02,1.02,DAY,01/11/2023 09:37:54 EST,01/11/2023 09:38:27 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Buy,Filled,1,1,@1.08,1.08,DAY,01/11/2023 09:37:54 EST,01/11/2023 09:38:10 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Sell,Filled,1,1,@0.990,0.990,DAY,01/11/2023 09:36:30 EST,01/11/2023 09:37:02 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Buy,Filled,1,1,@1.05,1.05,DAY,01/11/2023 09:36:30 EST,01/11/2023 09:36:33 EST
SPY 01/11/2023 00:00:00 EST Put $392.00,SPY230111P00392000,Sell,Filled,1,1,@1.33,1.33,DAY,01/11/2023 09:32:41 EST,01/11/2023 09:33:31 EST
SPY 01/11/2023 00:00:00 EST Put $392.00,SPY230111P00392000,Buy,Filled,1,1,@1.30,1.30,DAY,01/11/2023 09:32:41 EST,01/11/2023 09:32:42 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Sell,Filled,1,1,@1.01,1.01,DAY,01/11/2023 09:30:29 EST,01/11/2023 09:31:54 EST
SPY 01/11/2023 00:00:00 EST Call $393.00,SPY230111C00393000,Buy,Filled,1,1,@1.04,1.04,DAY,01/11/2023 09:30:29 EST,01/11/2023 09:30:32 EST
