Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Sell,Filled,1,1,@1.01,1.01,DAY,12/28/2022 12:07:21 EST,12/28/2022 12:08:22 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Buy,Filled,1,1,@1.12,1.12,DAY,12/28/2022 12:07:21 EST,12/28/2022 12:07:32 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Sell,Filled,1,1,@1.07,1.07,DAY,12/28/2022 12:03:18 EST,12/28/2022 12:06:09 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Buy,Filled,1,1,@0.970,0.970,DAY,12/28/2022 12:03:18 EST,12/28/2022 12:03:21 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Sell,Filled,1,1,@1.00,1.00,DAY,12/28/2022 12:01:21 EST,12/28/2022 12:02:38 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Buy,Filled,1,1,@0.830,0.830,DAY,12/28/2022 12:01:21 EST,12/28/2022 12:01:24 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Sell,Filled,5,5,@0.770,0.770,DAY,12/28/2022 12:00:16 EST,12/28/2022 12:00:26 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Buy,Filled,5,5,@0.820,0.820,DAY,12/28/2022 12:00:16 EST,12/28/2022 12:00:23 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Sell,Filled,5,5,@0.764,0.764,DAY,12/28/2022 11:58:29 EST,12/28/2022 11:59:09 EST
SPY 12/28/2022 00:00:00 EST Put $378.00,SPY221228P00378000,Buy,Filled,5,5,@0.820,0.820,DAY,12/28/2022 11:58:29 EST,12/28/2022 11:58:29 EST
SPY 12/28/2022 00:00:00 EST Call $379.00,SPY221228C00379000,Sell,Filled,1,1,@0.960,0.960,DAY,12/28/2022 11:32:13 EST,12/28/2022 11:32:41 EST
SPY 12/28/2022 00:00:00 EST Call $379.00,SPY221228C00379000,Buy,Filled,1,1,@1.04,1.04,DAY,12/28/2022 11:32:13 EST,12/28/2022 11:32:13 EST
SPY 12/28/2022 00:00:00 EST Put $379.00,SPY221228P00379000,Sell,Filled,1,1,@0.870,0.870,DAY,12/28/2022 11:28:23 EST,12/28/2022 11:30:06 EST
SPY 12/28/2022 00:00:00 EST Put $379.00,SPY221228P00379000,Buy,Filled,1,1,@0.950,0.950,DAY,12/28/2022 11:28:23 EST,12/28/2022 11:28:23 EST
SPY 12/28/2022 00:00:00 EST Call $379.00,SPY221228C00379000,Sell,Filled,1,1,@1.11,1.11,DAY,12/28/2022 11:25:10 EST,12/28/2022 11:26:43 EST
SPY 12/28/2022 00:00:00 EST Call $379.00,SPY221228C00379000,Buy,Filled,1,1,@1.10,1.10,DAY,12/28/2022 11:25:10 EST,12/28/2022 11:25:10 EST
SPY 12/28/2022 00:00:00 EST Put $379.00,SPY221228P00379000,Sell,Filled,1,1,@1.04,1.04,DAY,12/28/2022 11:17:58 EST,12/28/2022 11:19:11 EST
SPY 12/28/2022 00:00:00 EST Put $379.00,SPY221228P00379000,Buy,Filled,1,1,@1.16,1.16,DAY,12/28/2022 11:17:58 EST,12/28/2022 11:18:07 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Sell,Filled,1,1,@1.57,1.57,DAY,12/28/2022 11:07:37 EST,12/28/2022 11:09:24 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Buy,Filled,1,1,@1.45,1.45,DAY,12/28/2022 11:07:37 EST,12/28/2022 11:08:04 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Sell,Filled,1,1,@1.32,1.32,DAY,12/28/2022 11:03:18 EST,12/28/2022 11:04:04 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Buy,Filled,1,1,@1.49,1.49,DAY,12/28/2022 11:03:18 EST,12/28/2022 11:03:21 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Sell,Filled,1,1,@1.00,1.00,DAY,12/28/2022 10:56:32 EST,12/28/2022 10:58:05 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Buy,Filled,1,1,@0.940,0.940,DAY,12/28/2022 10:56:32 EST,12/28/2022 10:56:42 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Sell,Filled,1,1,@0.880,0.880,DAY,12/28/2022 10:51:58 EST,12/28/2022 10:55:28 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Buy,Filled,1,1,@0.850,0.850,DAY,12/28/2022 10:51:58 EST,12/28/2022 10:53:14 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Sell,Filled,1,1,@0.720,0.720,DAY,12/28/2022 10:46:46 EST,12/28/2022 10:47:29 EST
SPY 12/28/2022 00:00:00 EST Put $380.00,SPY221228P00380000,Buy,Filled,1,1,@0.800,0.800,DAY,12/28/2022 10:46:46 EST,12/28/2022 10:46:46 EST
SPY 12/28/2022 00:00:00 EST Put $381.00,SPY221228P00381000,Sell,Filled,1,1,@1.14,1.14,DAY,12/28/2022 10:39:39 EST,12/28/2022 10:40:29 EST
SPY 12/28/2022 00:00:00 EST Put $381.00,SPY221228P00381000,Buy,Filled,1,1,@1.25,1.25,DAY,12/28/2022 10:39:39 EST,12/28/2022 10:39:39 EST
SPY 12/28/2022 00:00:00 EST Put $381.00,SPY221228P00381000,Sell,Filled,1,1,@1.23,1.23,DAY,12/28/2022 10:28:10 EST,12/28/2022 10:30:52 EST
SPY 12/28/2022 00:00:00 EST Put $381.00,SPY221228P00381000,Buy,Filled,1,1,@0.990,0.990,DAY,12/28/2022 10:28:10 EST,12/28/2022 10:28:15 EST
SPY 12/28/2022 00:00:00 EST Put $382.00,SPY221228P00382000,Sell,Filled,1,1,@1.57,1.57,DAY,12/28/2022 10:24:18 EST,12/28/2022 10:26:38 EST
